id,sentence_en,sentence_zh,grammar,new_words,extend_words,extend_note,phrases,review_note,covered_ids
85,"I hear a sound in the chatroom: we chat, my pen-friend tells a true story — her brother, her heart and his note, its name — no matter, I do not mind.",我听见聊天室里有声音：我们聊天，我的笔友讲了一个真实的故事——她的弟弟、她的心事、他留的便条、故事的名字——没关系，我不介意。,本句讲在网上和朋友聊天。hear 是“听见”（强调结果），sound 是名词“声音”；chat 既是动词“聊天”，也是名词，chatroom 是由 chat + room 合成的“聊天室”；pen-friend 是“笔友”。her / his / its 是形容词性物主代词，分别对应“她的 / 他的 / 它的”（its 指前面那个 story）。It does not matter. 与 I do not mind. 都是“没关系、我不介意”。,hear|/hiə/|v|听到，听见，倾听; sound|/saund/|v|声音；听起来; chatroom|/'tʃætˌru:m/|n|聊天室; chat|/tʃæt/|n|闲谈; pen-friend|/'pen frend/|n|通信朋友，笔友; true|/tru:/|adj|真实的; story|/'stɒ:ri/|n|故事，小说; her|/hɜ:/|det & pron|她的，她; heart|/hɑ:t/|n|心，心脏，中心; his|/hiz/|det & pron|他的; note|/nəut/|n & v|笔记；便条；注意到; its|/its/|det|它的; matter|/'mætə/|v|有关系; mind|/maind/|v|介意；留心,email|/'i:'meil/|n & v|电子邮件; letter|/'letə/|n|信；字母; postcard|/'pəustkɑ:d/|n|明信片; write down|/rait daun/|phr v|写下，记下,通信与记录（锚词：chat）,a true story|真实的故事; chat with a pen-friend|和笔友聊天; write down|写下,今日回读：请重新朗读背诵第 55、70、78、81、83、84 天的句子。复现旧词：brother（第 3 天）、name（第 7 天）、no / not（第 9、8 天）、I / my（第 1 天）。扩展组复习词 email（第 78 天）、letter / postcard（第 57 天）随扩展块回读。,"220,221,593,594,600,609,672,776,800,878,948,1192,1226,1364,1486"
86,"On the stage: the school show — an actor, a clown, a king, a queen and a dragon act in the circus; I paint them for Miss Green and Ms White.",舞台上：学校的演出——演员、小丑、国王、王后和一条龙在马戏团里表演；我为格林老师和怀特女士画下他们。,本句描写学校演出。act 既是动词“表演”，也是名词“幕、表演”，actor 是“演员”（act + or）；clown、king、queen、dragon 是舞台上的角色；circus 指“马戏团”。Miss 用于未婚女性的姓前（Miss Green），Ms 是不知道婚姻状况时对女性的称呼（Ms White），两者后面都只接姓——Ms White 是另一位女老师。,stage|/steidʒ/|n|舞台；阶段; show|/ʃəu/|v & n|展示；演出；节目; actor|/'æktə/|n|演员; clown|/klaun/|n|小丑; king|/kiŋ/|n|国王，君主; queen|/'kwi:n/|n|女王，王后; dragon|/'drægən/|n|龙; act|/ækt/|v|行动；表演，扮演; circus|/'sɜ:kəs/|n|马戏团; paint|/peint/|v & n|油漆；绘画，涂色; Miss|/mis/|n|小姐，女士; Ms|/miz/|n|美国微软公司，主存储器，制造系统,camera|/'kæmərə/|n|照相机，摄像机; photography|/fə'tɒgrəfi/|n|摄影，摄影术; photo|/'fəutəu/|n|相片，照片,影像（锚词：paint）,on the stage|在舞台上; a school show|学校演出; a dragon and a queen|一条龙和一位王后,今日回读：请重新朗读背诵第 56、71、79、82、84、85 天的句子。复现旧词：school（第 11 天）、paint 之外的 picture / drawing 已在前几天学过、for / them（第 6、18 天）。扩展组里的 camera / photography / photo（锚词 paint）随扩展块回读。,"7,9,185,239,260,361,697,805,830,923,961,963,1026,1134,1210"
87,"At the petrol station: the engine, the brake, the tyre, the wheel — Dad drives on the motorway with his driving licence to the garage for parking; I cycle home.",在加油站：发动机、刹车、轮胎、车轮——爸爸带着他的驾照沿高速公路开到车库去停车；我骑自行车回家。,本句讲汽车与道路。engine（发动机）、brake（刹车）、tyre（轮胎）、wheel（车轮）是汽车的四个部件；petrol station 是“加油站”（petrol 就是汽油）；motorway 是“高速公路”；garage 是“车库、修车行”；parking 是“停车”；driving licence 是“驾驶执照”（licence 单独用也表示执照/许可证），开车要带驾照，而 cycle（骑自行车）不需要，所以骑车的人是露西自己。,petrol|/'petrəl/|n|汽油; petrol station|/ˈpetrəl ˈsteiʃən/|n|加油站; engine|/'endʒin/|n|引擎，发动机; brake|/breik/|n & v|刹车；制动器; tyre|/'taiə/|n|轮胎; wheel|/hwi:l/|n|轮子；车轮; motorway|/'məutəwei/|n|高速公路; garage|/gə'rɑ:ʒ. 'gærɑ:ʒ/|n|车库，汽车修理厂，机库; parking|/'pɑ:kiŋ/|n|停车（活动）; cycle|/'saikl/|v|骑自行车；循环; driving licence|/ˈdraiviŋ ˈlaisəns/|n|驾驶执照; licence|/'laisns/|n|执照，许可证，特许,round|/raund/|adj|圆的；球形的; circle|/'sɜ:kl/|n|圆形；圆圈; triangle|/'traiæŋgl/|n|三角形; dot|/dɒt/|n|点，圆点，小数点; line|/lain/|n|线，线条；排 || traffic lights|/'træfik laits/|n pl|红绿灯,形状与线（锚词：wheel）；道路设施（锚词：motorway）,at the petrol station|在加油站; park the car|停车; a driving licence|驾照,今日回读：请重新朗读背诵第 57、72、80、83、85、86 天的句子。复现旧词：drive（第 42 天）、with / my / the（第 1 天）。扩展组里的 round / circle / triangle / dot / line（锚词 wheel）与 traffic lights（锚词 motorway）随扩展块回读。,"151,238,308,355,369,399,519,728,735,822,931,957,958,1071,1353,1360,1389,1450"
88,"I wake up, go out, get on, get off, enter at the entrance, sit down, take off the coat; turn on and turn off the TV, shut the door, exit.",我醒来、出门、上车、下车，从大门进学校，坐下、脱掉外套；晚上打开电视又关掉，关上房门，出去。,本句按一天的时间顺序串起短语动词。动词加小品词会组成新的意思：wake up（醒来）、go out（出去）、get on（上车）、get off（下车）、sit down（坐下）、take off（脱下）；turn on and turn off the TV 表示“打开又关掉电视”，宾语是代词时要放中间（turn it on）。enter 是“进入”，entrance 是名词“入口”，exit 表示“出去、出口”。,wake up|/weik ʌp/|phr v|醒来，唤醒; go out|/gou aut/|phr v|出去，熄灭，过时; get on|/get ɒn/|phr v|上车；进展；相处; get off|/get ɒf/|phr v|下来，脱下，出发; enter|/'entə/|v|进入；参加; sit down|/sit daun/|phr v|坐下; take off|/teik ɒf/|phr v|脱下；起飞; turn on|/tɜ:n ɒn/|phr v|打开，开启; turn off|/tɜ:n ɒf/|phr v|关掉，关上; shut|/ʃʌʃ/|v|关上; entrance|/'entrəns/|n|入口，进入; exit|/'eksit/|n|出口,close|/kləuz/|v|关，关闭；合上; put on|/put ɒn/|phr v|穿上，戴上；上演,开关反义复习（锚词：shut）,get on the bus|上公交车; turn on the TV|打开电视; sit down|坐下,今日回读：请重新朗读背诵第 58、73、81、84、86、87 天的句子。复现旧词：the bus（第 42 天）、the TV（第 79 天）、the coat（第 33 天）、the entrance? 本句新词。扩展组复习词 close（第 5 天）、put on（第 34 天）随扩展块回读。,"403,404,425,529,530,544,1136,1148,1266,1370,1371,1421"
89,"My brown leather boots and soft wool shoes are this year's type of fashion; gold, silver, plastic and metal are hard, but the paper is soft — Ella's hair is blonde.",我那双棕色皮靴和软羊毛鞋是今年的时尚款式；金、银、塑料和金属都是硬的，而纸是软的——埃拉的头发是金色的。,本句用材质形容词描述衣物。leather（皮革）、wool（羊毛）、plastic（塑料）、metal（金属）、paper（纸）都是不可数名词，直接放在名词前作定语（leather boots、wool shoes）；gold 与 silver 既是“金、银”两种材料，也是颜色词；brown 是棕色，blonde 专指头发“金黄色的”。type 表示“类型、款式”，soft 与 hard 是一对反义词。,brown|/braun/|adj|褐色的; leather|/'leðə/|n & adj|皮革; boot|/bu:t/|n|靴子; soft|/sɒft/|adj|软的，温和的，柔和的; wool|/wul/|n|羊毛；毛线; shoe|/ʃu:/|n|鞋; type|/taip/|n|类型，样式; fashion|/'fæʃən/|n|时尚，流行款式; gold|/gəuld/|n & adj|金子，黄金；金色的; silver|/'silvə/|n & adj|银；银色的; plastic|/'plæstik/|n & adj|塑料; metal|/'metəl/|n|金属; hard|/hɑ:d/|adj & adv|坚硬的；困难的; paper|/'peipə/|n & adj|纸，纸做的，文件; blonde|/blɔnd/|adj|（头发）金色的,uniform|/'ju:nifɒ:m/|n|制服; pyjamas|/pə'dʒɑ:məs/|n pl|睡衣; trainers|/'treinəz/|n pl|运动鞋,衣物补充（锚词：fashion）,a type of|一种; soft and hard|软的与硬的; leather shoes|皮鞋,今日回读：请重新朗读背诵第 59、74、82、85、87、88 天的句子。复现旧词：year（第 16 天）、hair（第 44 天）；Ella 是白名单人物（第 62 天起）。扩展组里的 uniform / pyjamas / trainers（锚词 fashion）随扩展块回读。,"128,138,163,444,540,582,715,790,927,979,1024,1123,1139,1181,1355,1388,1397,1478"
90,"When I grow up I would like to become a painter: my dream includes pictures, drawings, college, university, an advanced level diploma and work in a company — a teenager's dream.",等我长大了，我想当画家：我的梦想里有图画、素描、学院、大学、一张高级水平证书，还有在一家公司工作——一个青少年的梦想。,本句讲梦想。would like to do sth 表示“想要做某事”（比 want 更客气）；grow up 表示“长大”，become 表示“成为”；college（学院）与 university（大学）是升学路上的两级，an advanced level diploma 是“高级水平证书”；include 表示“包括”，后面接一串并列成分；teenager 指 13-19 岁的青少年。破折号后用 a teenager's dream 收尾。,grow up|/grəu ʌp/|phr v|长大，成长; would|/wud/|v|将；愿意; become|/bi'kʌm/|v|适合，变成，变得; dream|/dri:m/|n & v|梦，梦想; include|/in'klu:d/|v|包括，包含; picture|/'piktʃə/|n|图画，照片; drawing|/'drɒ:iŋ/|n|图画，素描; college|/'kɒlidʒ/|n|学院，大学，学会; university|/.ju:ni'vɜ:siti/|n|大学; advanced|/əd'vɑ:nst/|adj|在前的，高级的，先进的; level|/'levl/|n|水平，水准，平地; diploma|/di'pləumə/|n|文凭，毕业证书; company|/'kʌmpəni/|n|公司；陪伴; teenager|/'ti:nidʒə/|n|青少年（13-19岁）,success|/sək'ses/|n|成功，成就; prize|/praiz/|n|奖赏，奖品,成功之路（锚词：dream）,grow up|长大; would like to|想要（更客气）; a picture and a drawing|一幅画与一张素描,今日回读：请重新朗读背诵第 60、75、83、86、88、89 天的句子。复现旧词：painter（第 59 天）、work（第 59 天）、when（第 14 天）、a / my / in（第 1 天）。扩展组里的 success / prize（锚词 dream）随扩展块回读。,"14,104,269,274,343,363,364,564,646,726,966,1013,1237,1274,1398,1484"
91,"My pencil case is full of numbers: add a metre, a centimetre, a kilometre, a kilogram, a gram, a litre, half a mile and a foot — a bit extra.",我的笔袋里全是数字：把一米、一厘米、一千米、一千克、一克、一升、半英里和一英尺加起来——还多出一点点。,本句是度量衡的复习。metre（米）、centimetre（厘米）、kilometre（千米）、kilogram（千克）、gram（克）、litre（升）是公制单位，mile（英里）和 foot（英尺）是英制单位；a metre / a kilogram 这样的说法表示“一米、一千克”。full of 表示“装满……的”，add 是“加上”，half 是“一半”，a bit extra 是“多一点点”。,"pencil case|/'pensl keis/|n|铅笔盒; full of|/ful ɔv/|adj|充满…的; add|/æd/|v|加，增加; metre|/'mi:tə/|n|米，公尺; centimetre|/'senti,mi:tə(r)/|n|厘米，公分; kilometre|/'kiləjmi:tə(r)/|n|公里，千米; kilogram|/'kiləgræm/|n|千克，公斤; gram|/græm/|n|克（重量单位）; litre|/li:tə(r)/|n|升，公升; half|/hɑ:f/|n & pron|一半，半场，不完全; mile|/mail/|n|英里，很大距离; foot|/fut/|n|脚；英尺; bit|/bit/|n|一点，少量; extra|/'ekstrə/|det & adj|额外的，特别的",,,a metre long|一米长; full of water|装满水; a bit extra|多一点点,今日回读：请重新朗读背诵第 61、76、84、87、89、90 天的句子。复现旧词：numbers 之外的 one / two 等基数词已在第 8-9 天学过、my / is / a / and（第 1 天）。,"11,125,211,430,486,514,545,575,694,695,739,791,796,947"
92,"These things: I do them myself, you yourself, he himself, she herself, we ourselves, they themselves — and it itself; put those away, and instead we also read as well, actually.",这些事：我自己做，你自己做，他自己做，她自己做，我们自己做，他们自己做——还有它自己做；把那些收起来，我们反而是也在读书，实际上。,本句集中练反身代词：myself、yourself、himself、herself、itself、ourselves、themselves 用在动词后面，表示“自己（亲自）做”。these / those 是 this / that 的复数；away 与 put 连用表示“收起来”；instead 表示“反而、代替”；also 与 as well 都表示“也”，actually 表示“实际上”。,these|/ði:z/|det & pron|这些; myself|/mai'self/|pron|我自己，我亲自，我独自; yourself|/juə'self/|pron|你自己; himself|/him'self/|pron|他自己，他亲自; herself|/hɜ:'self/|pron|她自己，她亲自; ourselves|/.auə'selvz/|pron|我们自己; themselves|/ðəm'selvz/|pron|他们自己; itself|/it'self/|pron|它本身，它自己; those|/ðəuz/|det & pron|那些; away|/ə'wei/|adv|离去; instead|/in'sted/|adv|作为替代，反而; also|/'ɒ:lsəu/|adv|也，并且，同样地; as well|/æz wel/|adv|也; actually|/'æktʃuəli/|adv|实际上，事实上,as well as|/æz wel æz/|prep phr|也；和…一样; at the same time|/æt ðə seim taim/|adv|同时 || instead of|/in'sted ɒv/|prep phr|代替,也的家族（锚词：also）；替代（锚词：instead）,put away|收起来; instead of|代替; as well as|也，还有,今日回读：请重新朗读背诵第 62、77、85、88、90、91 天的句子。复现旧词：do / read / put（第 21、21、5 天）、I / you / he / she / we / they / it / them（第 1-3 天）。扩展组里的 as well as / at the same time（锚词 also）与 instead of（锚词 instead）随扩展块回读。,"10,37,72,73,76,82,603,607,655,656,673,838,913,1297,1300,1313,1498"
93,"Let me try: I start and finish the race, hit the ball against the wall, catch it, join them, follow it, move and rest, lie down — keep off the grass!",让我试试：我起跑又跑完全程，把球打到墙上、接住它，加入他们，跟着球跑，动一动再休息，躺下来——别踩草坪！,本句是一串动作动词。let sb do sth 表示“让某人做某事”（Let me try）；start 与 finish 是一对反义动词；hit 表示“打、撞”，against 表示“靠着、对着”（hit the ball against the wall）；join 是“加入”，follow 是“跟随”；rest 是“休息”，lie down 是“躺下”；keep off 表示“远离、不要踩”。,let|/let/|v|让，允许; try|/trai/|v|试，尝试; start|/stɑ:t/|v|开始，启动; finish|/'finiʃ/|v|完成，结束，用完; hit|/hit/|v|打，打击，打中; against|/ə'geinst/|prep|反对，对着，倚靠; catch|/kætʃ/|v|捕捉，抓住，赶上; join|/dʒɒin/|v|参加，加入; follow|/'fɒləu/|v|跟随，沿行，接着; move|/mu:v/|v|移动；搬家；感动; rest|/rest/|n & v|休息；其余; lie down|/lai daun/|phr v|躺下; keep|/ki:p/|v|保持，保存，继续不断; off|/ɒf/|adv|走开，掉，下,stop|/stɒp/|n & v|停止；车站,休息与停止（锚词：rest）,start and finish|开始并完成; join the team|加入队伍; keep off the grass|勿踏草坪,今日回读：请重新朗读背诵第 63、78、86、89、91、92 天的句子。复现旧词：race（第 46 天）、ball 与 wall（第 22、2 天）、grass（第 31 天）、them / it（第 18 天）。扩展组复习词 stop（第 24 天）随扩展块回读。,"24,206,466,484,611,682,690,724,729,826,891,1057,1215,1365"
94,"The living room, the sitting room, the dining room: a carpet, a light, a board, a roof, a pair of sheets — comfortable, still part of it; make up the bed.",客厅、起居室、餐厅：地毯、灯、木板、屋顶、一对床单——很舒服，仍然是它的一部分；铺好床。,本句复习家里的房间与物品。living room（客厅）、sitting room（起居室）、dining room（餐厅）都由“用途 + room”构成；carpet 是“地毯”，board 是“木板”，roof 是“屋顶”，light 是“灯”；a pair of 表示“一对、一双”；make up the bed 是“铺床”；still 表示“仍然”，part 表示“部分”。,living room|/'liviŋ ru:m/|n|客厅，起居室; sitting room|/'sitiŋ ru:m/|n|起居室; dining room|/'dainiŋ ru:m/|n|饭厅; carpet|/'kɑ:pit/|n|地毯，地毯状物; light|/lait/|n & adj|光，灯；轻的; board|/bɒ:d/|n|木板，板子; roof|/ru:f/|n|屋顶; pair|/peə/|n|一双，一对，一副; sheet|/ʃi:t/|n|床单；一张纸; comfortable|/'kʌmfətəbl/|adj|舒服的，轻松的; still|/stil/|adv|仍然; part|/pɑ:t/|n|部分，局部，零件; make up|/meik ʌp/|phr v|组成；编造；化妆,,,make up the bed|铺床; a pair of|一对，一双; in the living room|在客厅里,今日回读：请重新朗读背诵第 64、79、87、90、92、93 天的句子。复现旧词：room（第 2 天）、bed（第 4 天）、the / a / of（第 1 天）。,"131,199,273,340,732,742,765,925,933,1069,1119,1149,1220"
95,"Nature in spring: the island, the lake, the mountain, the air, space — alive; the sun burns in the east and the west; gas, electric lights, electricity — the season is fine.",春天的自然：岛屿、湖泊、高山、空气、太空——生机勃勃；太阳在东方和西方燃烧；天然气、电灯、电——这个季节真好。,本句复习自然与能源。nature 是“大自然”，alive 是形容词“活着的”（作表语或后置）；island（岛）、lake（湖）、mountain（山）、air（空气）、space（太空）都是名词；burn 表示“燃烧”，east / west 是“东、西”；gas（天然气）、electric（电的）、electricity（电）是一组能源词；season 是“季节”，spring 是“春天”。,"nature|/'neitʃə/|n|自然，大自然; spring|/spriŋ/|n|春天，弹簧，跳跃; island|/'ailənd/|n|岛，岛屿; lake|/leik/|n|湖; mountain|/'mauntin/|n|山，山脉; air|/eə/|n|空气；空中; space|/speis/|n|空间；太空; alive|/ə'laiv/|adj|活着的; burn|/bɜ:n/|v|烧，燃烧，烧毁; east|/i:st/|n, adj & adv|东方，东方的，向东方; west|/west/|n, adj & adv|西方；西的; gas|/gæs/|n|气体，汽油，瓦斯; electric|/i'lektik/|adj|电的，导电的，电动的; electricity|/.ilek'trisiti/|n|电，电流，电学; season|/'si:zn/|n|季节",smoke|/sməuk/|v|吸烟；烟,燃烧（锚词：burn）,in spring|在春天; in the east|在东方; electric lights|电灯,今日回读：请重新朗读背诵第 65、80、88、91、93、94 天的句子。复现旧词：sun（第 32 天）、fine（第 65 天）、the / in / and（第 1 天）。扩展组里的 smoke（锚词 burn）随扩展块回读。,"28,30,168,380,390,391,522,668,705,823,843,1100,1170,1196,1206,1446"
96,"Health: exercise at the sports centre — riding, dancing, fishing, a skateboard; good for the shoulder, the stomach, and I keep fit; I laugh, smile, sleep well, but I am sleepy.",健康：在体育中心锻炼——骑车、跳舞、钓鱼、玩滑板；对肩膀和胃都有好处，我保持健康；我笑、我微笑、睡得好，不过我有点困。,本句复习健康生活。health 是名词“健康”，healthy 才是形容词（第 69 天学过）；exercise 既是名词也是动词，keep fit 表示“保持健康”；riding、dancing、fishing 是 -ing 形式的运动名称；sleep 是“睡觉”，sleepy 是形容词“困的”；laugh 与 smile 是“大笑”和“微笑”。,health|/'helθ/|n|健康，卫生，蓬勃; exercise|/'eksəsaiz/|n & v|锻炼；练习; sports centre|/spɔ:ts ˈsentə/|n|体育中心，运动馆; riding|/'raidiŋ/|n|骑马（活动）; dancing|/'dænsiŋ/|n|舞蹈; fishing|/'fiʃiŋ/|n|钓鱼（活动）; skateboard|/'skeitbɔ:d/|n|滑板; shoulder|/'ʃəuldə/|n|肩膀; stomach|/'stʌmək/|n|胃，肚子; fit|/fit/|adj|健康的；合适的; laugh|/lɑ:f/|v|笑，大笑; smile|/smail/|n & v|微笑；笑容; sleep|/sli:p/|v|睡，睡觉; sleepy|/'sli:pi/|adj|困的；想睡的,get fit|/get fit/|v|健身,健身（锚词：exercise）,keep fit|保持健康; do exercise|做运动; sleep well|睡得好,今日回读：请重新朗读背诵第 66、81、89、92、94、95 天的句子。复现旧词：well（第 83 天）、good（第 50 天）、I / am / but / and（第 1 天）。扩展组里的 get fit（锚词 exercise）随扩展块回读。,"313,423,473,474,528,591,713,1063,1132,1157,1163,1164,1169,1205,1221"
97,"Holidays: I run along the canal path; a passenger on a scooter takes a seat — the same way for rich and poor; good luck, we are lucky, send a postcard.",假期：我沿着运河边的小路跑步；一个骑小轮摩托的乘客找了个位子坐下——富人和穷人走的是同一条路；祝好运，我们很幸运，寄一张明信片吧。,本句复习出行与邮政。Seaview 有一条 canal（运河），沿着它的小路叫 canal path，可以 run along（沿着……跑）；scooter 是“小轮摩托车”，passenger 是“乘客”，takes a seat 是“找个位子坐下”；way 表示“路、方式”，the same way 是“同一条路”；rich 与 poor 是一对反义形容词；luck 是名词“运气”，lucky 是形容词“幸运的”；send 是“寄、发送”。,"holidays|/'hɔlə,deiz/|n|假期，假日; run|/rʌn/|v|跑，奔跑；经营; canal|/kə'næl/|n|运河，水道，管; path|/pɑ:θ/|n|路径，小路，道路; passenger|/'pæsindʒə/|n|乘客，旅客; scooter|/'sku:tə/|n|小型摩托车，踏板车; seat|/si:t/|n|座位; same|/seim/|adj & pron|相同的，相同的人(或事物)，同样的; way|/wei/|n|路，路线；方法; rich|/ri:tʃ/|adj|富裕的；丰富的; poor|/puə. pɒ:/|adj|贫穷的；可怜的; luck|/lʌk/|n|运气，幸运，好运; lucky|/'lʌki/|adj|幸运的，吉祥的，好运的; send|/send/|v|发送；寄",by post|/bai pəust/|prep phr|邮寄；通过邮政; postcard|/'pəustkɑ:d/|n|明信片; stamp|/stæmp/|n|邮票；印章 || guest-house|/gest haus/|n|宾馆，家庭旅馆,邮政（锚词：way）；住宿（锚词：holidays）,good luck|祝好运; the same way|同一条路; send a postcard|寄明信片,今日回读：请重新朗读背诵第 67、82、90、93、95、96 天的句子。复现旧词：postcard（第 57 天）、take（第 46 天）、for / the / and（第 1 天）、we（第 1 天）。扩展组里的 by post（锚词 way）、postcard / stamp（第 57 天复习）与 guest-house（锚词 holidays）随扩展块回读。,"180,191,566,615,757,758,936,940,995,1061,1075,1085,1096,1101,1106,1432"
98,"Business: Dad builds machines in a factory; the department store is closed on Sunday, the shoppers fill in a form — a new building, working hours, and he earns the rent.",生意：爸爸在工厂里造机器；百货商店周日关门，顾客们填写表格——新大楼、工作时间，他挣出房租。,本句复习工作与商店。business 是“生意、business”，earn 是“挣钱”，rent 是“房租”，working hours 是“工作时间”；factory 是“工厂”，machine 是“机器”，build 是动词“建造”，building 是名词“建筑物”；department store 是“百货商店”（department 是“部门”，store 是“商店”）；closed 是形容词“关着的”，shopper 是“购物者”，form 是“表格”，fill in 表示“填写”。,business|/'biznis/|n|生意，事情，业务; build|/bild/|v|建立，建筑; machine|/mə'ʃi:n/|n|机器，机械装置，机构; factory|/'fæktəri/|n|工厂; department store|/di'pɑ:tmənt stɒ:/|n|百货商店; department|/di'pɑ:tmənt/|n|部门，系; store|/stɒ:/|n|商店；储存; closed|/kləuzd/|adj|关闭的，限于少数人的; shopper|/'ʃɒpə/|n|购物者; form|/fɒ:m/|n|表格；形式；种类; building|/'bildiŋ/|n|建筑物，建筑; working hours|/'wɜ:kiŋ auəz/|n pl|工作时间; earn|/ɜ:n/|v|赚得，获得，博得; rent|/rent/|v|租用；出租,shop|/ʃɒp/|n & v|商店；购物; supermarket|/'sju:pəmɑ:kit/|n|超级市场，超市; market|/'mɑ:kit/|n|市场，集市 || money|/'mʌni/|n|金钱，一笔款，财富; cash|/kæʃ/|n & v|现金，兑现; cheque|/tʃek/|n|支票; credit card|/'kredit kɑ:d/|n|信用卡,商店复习（锚词：store）；金钱复习（锚词：earn）,fill in a form|填写表格; a department store|百货商店; working hours|工作时间,今日回读：请重新朗读背诵第 68、83、91、94、96、97 天的句子。复现旧词：fill in（第 67 天扩展短语）、Sunday（第 15 天）、new（第 2 天）、Dad（第 3 天）。扩展组复习词 shop / supermarket / market（第 6 天）与 money / cash / cheque / credit card（第 35-36 天）随扩展块回读。,"165,166,170,255,329,330,379,433,494,761,1055,1127,1223,1481"
99,"In my pocket: my diary — the front, the side, the top, the bottom, the middle, the end; as busy as the north, the south — nobody can steal it this century.",口袋里：我的日记——正面、侧面、上面、下面、中间、末尾；像北方和南方一样忙碌——这个世纪没人能把它偷走。,本句复习方位与杂项词。front（前面）、side（侧面）、top（顶部）、bottom（底部）、middle（中间）、end（末尾）都是位置词；north / south 是“北、南”；pocket 是“口袋”；as ... as 表示“和……一样”（as busy as ...）；busy 是“忙碌的”，century 是“世纪”，steal 是“偷”。露西把这些词收进日记里一起复习。,"pocket|/'pɒkit/|n|口袋; front|/frʌnt/|n|前面，开头，前线; side|/said/|n|旁边；面，侧面; top|/tɒp/|n|顶部；上衣; bottom|/'bɒtəm/|n|底部; middle|/'midl/|n|中间，中央; end|/end/|v & n|结束，终结，终点; as|/æz/|prep|作为；像，如同; busy|/'bizi/|adj|忙的，忙碌的; north|/nɒ:θ/|n, adj & adv|北方；北的; south|/sauθ/|n, adj & adv|南方；南的; steal|/sti:l/|v|偷，窃取; century|/'sentʃuri/|n|世纪，百年","behind|/bi'haind/|adv & prep|在后地，在...背后; above|/ə'bʌv/|prep|在上方，超出; below|/bi'ləu/|prep|在下面; left|/left/|n, adj & adv|左边，左侧；左边的; right|/rait/|n, adj & adv|正确的；右边的；右边",方位复习（锚词：front）,in my pocket|在我口袋里; as busy as|和……一样忙; the end of the day|一天结束时,今日回读：请重新朗读背诵第 69、84、92、95、97、98 天的句子。复现旧词：diary（第 11 天）、nobody / can（第 18、23 天）、my / it / this（第 1-2 天）。扩展组复习词 behind / above / below / left / right（第 40 天）随扩展块回读。,"68,147,175,213,398,511,794,874,988,1138,1194,1219,1343"
100,"OK: able to write slowly with my left hand, no beginner; I prefer friendly smiles to loud, noisy ones — a hundred days, a variety, a friend, and an exciting end.",好了：我能够用左手慢慢地写字了，不再是初学者；比起又吵又闹的，我更喜欢友好的微笑——一百天、各种各样的故事、一个朋友，还有一个令人兴奋的结尾。,"本句是百天日记的收官句。OK 是最常用的口语应答；be able to do sth 表示“能够做某事”（able 常与 be 连用）；slowly 是 slow 加 -ly 构成的副词；left hand 表示“左手”；prefer A to B 表示“喜欢 A 胜过 B”（prefer friendly smiles to loud, noisy ones）；variety 是“各种各样”；friend 是名词，friendly 是形容词“友好的”。破折号后回望这一百天：一百天、许多故事、一个朋友。",OK|/'əu'kei/|exclam|好的；行；可以; able|/'eibl/|adj|能干的，能够的; slowly|/'sləuli/|adv|慢地; left hand|/left hænd/|n|左手; beginner|/bi'ginə/|n|初学者; prefer|/pri'fɜ:/|v|更喜欢; friendly|/'frendli/|adj|友好的，亲切的，互助的; loud|/laud/|adj|大声的; noisy|/'nɒizi/|adj|嘈杂的，喧闹的; variety|/və'raiəti/|n|多样，种类; friend|/frend/|n|朋友，支持者，赞助者; exciting|/ik'saitiŋ/|adj|令人兴奋的，刺激的,,,be able to|能够; prefer tea to coffee|喜欢茶胜过咖啡; left hand|左手,今日回读：请重新朗读背诵第 70、85、93、96、98、99 天的句子。复现旧词：write（第 21 天）、smile（第 96 天）、end（第 99 天）、my / I / a / with（第 1 天）；一百天的日记到此收官——一百天、许多故事、一个朋友。,"2,109,421,508,509,718,753,868,895,1008,1167,1408"
